0.000000 -0.000108 0.000000 0.000020
0.001000 -0.000076 0.000005 0.000020
0.002000 -0.000150 -0.000010 0.000020
0.003000 -0.000089 0.000000 0.000020
0.004000 -0.000189 -0.000019 0.000020
0.005000 -0.000182 0.000000 0.000040
0.006000 -0.000330 -0.000029 0.000040
0.007000 0.000138 0.000034 0.000020
0.008000 -0.000054 0.000000 0.000020
0.009000 -0.000052 0.000000 0.000020
0.010000 0.000058 0.000000 -0.000000
0.011000 0.000053 0.000000 -0.000000
0.012000 -0.000265 -0.000058 -0.000000
0.013000 0.000063 0.000000 -0.000000
0.014000 0.000424 0.000068 -0.000000
0.015000 0.000033 0.000000 -0.000000
0.016000 0.000030 0.000000 -0.000000
0.017000 -0.000416 -0.000082 -0.000000
0.018000 0.000520 0.000087 -0.000000
0.019000 -0.000088 0.000000 0.000020
0.020000 -0.001126 -0.000193 0.000020
0.021000 -0.000567 -0.000101 0.000020
0.022000 0.000012 0.000000 0.000020
0.023000 0.001206 0.000222 0.000020
0.024000 -0.000062 0.000000 0.000020
0.025000 -0.000061 0.000000 0.000020
0.026000 -0.000733 -0.000125 0.000020
0.027000 -0.000017 0.000000 0.000020
0.028000 0.000817 0.000135 -0.000000
0.029000 0.000042 0.000000 -0.000000
0.030000 -0.000740 -0.000144 -0.000000
0.031000 0.000079 0.000000 -0.000000
0.032000 -0.000755 -0.000154 -0.000000
0.033000 0.000115 0.000000 -0.000000
0.034000 0.000987 0.000163 -0.000000
0.035000 -0.000857 -0.000168 -0.000000
0.036000 -0.000013 0.000000 0.000020
0.037000 -0.000014 0.000000 0.000020
0.038000 -0.000015 0.000000 0.000020
0.039000 -0.000016 0.000000 0.000020
0.040000 -0.000017 0.000000 0.000020
0.041000 -0.000018 0.000000 0.000020
0.042000 -0.000019 0.000000 0.000020
0.043000 -0.000020 0.000000 0.000020
0.044000 -0.001153 -0.000210 0.000020
0.045000 0.000043 0.000000 0.000020
0.046000 -0.001036 -0.000220 -0.000000
0.047000 0.000203 0.000000 -0.000000
0.048000 0.000188 0.000000 -0.000000
0.049000 0.000173 0.000000 -0.000000
0.050000 0.000159 0.000000 -0.000000
0.051000 -0.001161 -0.000243 -0.000000
0.052000 -0.001123 -0.000247 -0.000000
0.053000 -0.001195 -0.000252 0.000020
0.054000 0.000227 0.000000 0.000020
0.055000 -0.001200 -0.000261 0.000020
0.056000 0.000270 0.000000 0.000020
0.057000 0.000248 0.000000 0.000020
0.058000 -0.001365 -0.000275 0.000040
0.059000 0.000297 0.000000 0.000020
0.060000 0.001804 0.000284 0.000020
0.061000 -0.001396 -0.000289 0.000020
0.062000 -0.001349 -0.000294 0.000020
0.063000 0.000304 0.000000 0.000020
0.064000 -0.001243 -0.000303 -0.000000
0.065000 0.000450 0.000000 -0.000000
0.066000 0.000416 0.000000 -0.000000
0.067000 -0.001322 -0.000316 -0.000000
0.068000 -0.001280 -0.000321 -0.000000
0.069000 0.000514 0.000000 -0.000000
0.070000 -0.001303 -0.000330 -0.000000
