0.000000 -0.000000 -0.040212
0.001000 -0.000996 0.020106
0.002000 -0.001990 0.000000
0.003000 -0.002984 0.020106
0.004000 -0.003976 0.000000
0.005000 -0.004944 0.000000
0.006000 -0.005959 0.000000
0.007000 -0.006914 0.000000
0.008000 -0.007898 0.000000
0.009000 -0.008925 0.000000
0.010000 -0.009911 -0.020106
0.011000 -0.010897 0.000000
0.012000 -0.011823 -0.020106
0.013000 -0.012865 -0.020106
0.014000 -0.013848 0.000000
0.015000 -0.014830 0.000000
0.016000 -0.015733 -0.020106
0.017000 -0.016790 0.000000
0.018000 -0.017682 0.000000
0.019000 -0.018747 0.000000
0.020000 -0.019627 0.000000
0.021000 -0.020700 0.000000
0.022000 -0.021675 0.020106
0.023000 -0.022538 0.000000
0.024000 -0.023622 0.000000
0.025000 -0.024594 -0.020106
0.026000 -0.025439 0.000000
0.027000 -0.026405 0.000000
0.028000 -0.027369 0.000000
0.029000 -0.028332 -0.020106
0.030000 -0.029295 0.000000
0.031000 -0.030405 -0.020106
0.032000 -0.031217 0.000000
0.033000 -0.032176 0.000000
0.034000 -0.033298 0.000000
0.035000 -0.034092 -0.020106
0.036000 -0.035049 0.000000
0.037000 -0.036182 0.000000
0.038000 -0.036959 0.000000
0.039000 -0.038100 0.000000
0.040000 -0.038866 0.000000
0.041000 -0.040014 0.000000
0.042000 -0.040970 -0.020106
0.043000 -0.041924 0.000000
0.044000 -0.042878 0.000000
0.045000 -0.043616 -0.020106
0.046000 -0.044782 0.000000
0.047000 -0.045509 0.000000
0.048000 -0.046683 -0.020106
0.049000 -0.047399 0.000000
0.050000 -0.048580 0.000000
0.051000 -0.049527 0.000000
0.052000 -0.050473 -0.020106
0.053000 -0.051166 0.000000
0.054000 -0.052106 0.000000
0.055000 -0.053045 -0.020106
0.056000 -0.053982 0.000000
0.057000 -0.054919 -0.020106
0.058000 -0.055580 0.000000
0.059000 -0.056790 0.000000
0.060000 -0.057724 -0.020106
0.061000 -0.058946 0.000000
0.062000 -0.059589 -0.020106
0.063000 -0.060818 0.000000
0.064000 -0.061753 0.000000
0.065000 -0.062687 -0.020106
0.066000 -0.063620 0.000000
0.067000 -0.064235 -0.020106
0.068000 -0.065483 0.000000
0.069000 -0.066087 -0.020106
0.070000 -0.067342 0.000000
0.071000 -0.067936 -0.020106
0.072000 -0.069198 0.000000
0.073000 -0.069780 -0.020106
0.074000 -0.071050 0.000000
0.075000 -0.071974 -0.020106
0.076000 -0.072898 0.000000
0.077000 -0.073459 -0.020106
0.078000 -0.074742 -0.020106
0.079000 -0.075292 -0.020106
0.080000 -0.076208 -0.020106
0.081000 -0.077502 -0.020106
0.082000 -0.078036 -0.020106
0.083000 -0.079338 -0.020106
0.084000 -0.080254 -0.020106
0.085000 -0.081169 -0.020106
0.086000 -0.081681 -0.040212
0.087000 -0.082997 -0.040212
0.088000 -0.083499 -0.020106
0.089000 -0.084822 -0.040212
0.090000 -0.085733 -0.040212
0.091000 -0.086218 -0.040212
0.092000 -0.087552 -0.060319
0.093000 -0.088026 -0.060319
0.094000 -0.088929 -0.060319
0.095000 -0.089831 -0.060319
0.096000 -0.091178 -0.060319
0.097000 -0.091631 -0.080425
0.098000 -0.092986 -0.080425
0.099000 -0.093889 -0.080425
0.100000 -0.094791 -0.100531
0.101000 -0.095692 -0.100531
0.102000 -0.096118 -0.120637
0.103000 -0.097491 -0.100531
0.104000 -0.098389 -0.120637
0.105000 -0.099286 -0.120637
0.106000 -0.099691 -0.140743
0.107000 -0.101078 -0.120637
0.108000 -0.101473 -0.160850
0.109000 -0.102866 -0.120637
0.110000 -0.103759 -0.160850
0.111000 -0.104651 -0.160850
0.112000 -0.105542 -0.160850
0.113000 -0.106432 -0.201062
0.114000 -0.107321 -0.160850
0.115000 -0.108210 -0.201062
0.116000 -0.109097 -0.180956
0.117000 -0.109983 -0.201062
0.118000 -0.110869 -0.201062
0.119000 -0.111754 -0.201062
0.120000 -0.112638 -0.221168
0.121000 -0.112964 -0.221168
0.122000 -0.114403 -0.221168
0.123000 -0.115284 -0.221168
0.124000 -0.116165 -0.241274
0.125000 -0.116470 -0.241274
0.126000 -0.117923 -0.241274
0.127000 -0.118800 -0.241274
0.128000 -0.119677 -0.261381
0.129000 -0.120553 -0.261381
0.130000 -0.121428 -0.281487
0.131000 -0.122303 -0.261381
0.132000 -0.123176 -0.281487
0.133000 -0.124048 -0.281487
0.134000 -0.124308 -0.301593
0.135000 -0.125791 -0.301593
0.136000 -0.126661 -0.301593
0.137000 -0.127530 -0.321699
0.138000 -0.128398 -0.321699
0.139000 -0.129265 -0.321699
0.140000 -0.130131 -0.341805
0.141000 -0.131639 -0.321699
0.142000 -0.131215 -0.361911
0.143000 -0.132725 -0.341805
0.144000 -0.133588 -0.361911
0.145000 -0.134450 -0.361911
0.146000 -0.134648 -0.361911
0.147000 -0.136172 -0.382018
0.148000 -0.137032 -0.382018
0.149000 -0.137890 -0.382018
0.150000 -0.138748 -0.402124
0.151000 -0.139605 -0.402124
0.152000 -0.140461 -0.402124
0.153000 -0.140623 -0.422230
0.154000 -0.142170 -0.402124
0.155000 -0.143024 -0.442336
0.156000 -0.143877 -0.422230
0.157000 -0.144728 -0.442336
0.158000 -0.145579 -0.442336
0.159000 -0.146429 -0.462442
0.160000 -0.147279 -0.462442
0.161000 -0.148127 -0.462442
0.162000 -0.148975 -0.482549
0.163000 -0.149821 -0.482549
0.164000 -0.150667 -0.482549
0.165000 -0.151512 -0.502655
0.166000 -0.152356 -0.502655
0.167000 -0.153200 -0.502655
0.168000 -0.154042 -0.522761
0.169000 -0.154884 -0.542867
0.170000 -0.155724 -0.522761
0.171000 -0.155797 -0.542867
0.172000 -0.156632 -0.542867
0.173000 -0.158242 -0.562973
0.174000 -0.159859 -0.562973
0.175000 -0.160700 -0.583080
0.176000 -0.160752 -0.583080
0.177000 -0.161587 -0.583080
0.178000 -0.162421 -0.603186
0.179000 -0.163254 -0.603186
0.180000 -0.164086 -0.603186
0.181000 -0.164109 -0.623292
0.182000 -0.166561 -0.623292
0.183000 -0.166579 -0.623292
