0.000000 0.001816 0.000000 -0.000040 0.001811
0.001000 0.001585 0.000000 -0.000040 0.001429
0.002000 0.001390 0.000000 -0.000040 0.001112
0.003000 0.000947 -0.000015 -0.000040 0.000878
0.004000 0.000746 -0.000019 -0.000040 0.000712
0.005000 0.001066 0.000000 -0.000040 0.000596
0.006000 0.000416 -0.000029 -0.000040 0.000516
0.007000 0.000973 0.000000 -0.000040 0.000465
0.008000 0.000031 0.000000 -0.000020 -0.000471
0.009000 0.000123 0.000000 -0.000020 -0.000293
0.010000 0.000207 0.000000 -0.000020 -0.000129
0.011000 -0.000633 0.000000 -0.000000 -0.000900
0.012000 -0.001636 -0.000058 -0.000000 -0.000600
0.013000 -0.001567 -0.000063 -0.000000 -0.000357
0.014000 -0.000170 0.000000 -0.000000 -0.000186
0.015000 -0.000106 0.000000 -0.000000 -0.000075
0.016000 -0.001624 -0.000078 -0.000000 0.000000
0.017000 0.000002 0.000000 -0.000000 0.000049
0.018000 0.000923 0.000000 -0.000020 0.000976
0.019000 0.000812 0.000000 -0.000020 0.000792
0.020000 -0.001231 -0.000097 -0.000020 0.000636
0.021000 0.000685 0.000000 -0.000020 0.000513
0.022000 0.000617 0.000000 -0.000020 0.000407
0.023000 -0.001676 -0.000111 -0.000020 0.000321
0.024000 0.000565 0.000000 -0.000020 0.000252
0.025000 -0.001910 -0.000121 -0.000020 0.000186
0.026000 -0.001995 -0.000125 -0.000020 0.000119
0.027000 -0.002086 -0.000130 -0.000020 0.000040
0.028000 0.000527 0.000000 -0.000020 -0.000061
0.029000 0.002357 0.000140 -0.000000 -0.001075
0.030000 -0.003367 -0.000144 -0.000000 -0.000962
0.031000 -0.000327 0.000000 -0.000000 -0.000840
0.032000 -0.003379 -0.000154 -0.000000 -0.000753
0.033000 -0.002474 -0.000159 -0.000020 0.000193
0.034000 0.000667 0.000000 -0.000020 -0.000009
0.035000 -0.002849 -0.000168 -0.000020 -0.000221
0.036000 -0.002984 -0.000173 -0.000020 -0.000409
0.037000 0.000457 0.000000 -0.000020 -0.000591
0.038000 0.001248 0.000000 -0.000040 0.000135
0.039000 -0.002728 -0.000187 -0.000040 -0.000200
0.040000 0.000943 0.000000 -0.000040 -0.000474
0.041000 -0.003162 -0.000196 -0.000040 -0.000700
0.042000 0.000749 0.000000 -0.000040 -0.000889
0.043000 -0.003509 -0.000206 -0.000040 -0.001051
0.044000 0.000620 0.000000 -0.000040 -0.001192
0.045000 -0.003807 -0.000215 -0.000040 -0.001318
0.046000 -0.003893 -0.000220 -0.000040 -0.001433
0.047000 -0.004892 -0.000224 -0.000020 -0.002464
0.048000 -0.004884 -0.000229 -0.000020 -0.002431
0.049000 -0.000206 0.000000 -0.000020 -0.002458
0.050000 -0.000272 0.000000 -0.000020 -0.002528
0.051000 -0.005223 -0.000243 -0.000020 -0.002589
0.052000 0.000636 0.000000 -0.000040 -0.001733
0.053000 -0.004618 -0.000252 -0.000040 -0.001985
0.054000 -0.004759 -0.000257 -0.000040 -0.002219
0.055000 -0.004894 -0.000261 -0.000040 -0.002444
0.056000 -0.005038 -0.000266 -0.000040 -0.002687
0.057000 -0.005192 -0.000271 -0.000040 -0.002946
0.058000 -0.005353 -0.000275 -0.000040 -0.003219
0.059000 -0.005519 -0.000280 -0.000040 -0.003503
0.060000 -0.005690 -0.000284 -0.000040 -0.003795
0.061000 -0.005865 -0.000289 -0.000040 -0.004094
0.062000 -0.000129 0.000000 -0.000040 -0.004399
0.063000 -0.000339 0.000000 -0.000040 -0.004681
